SHEETBAR,DATE,SECCHI,SECCHIQF,ZICE,ZICEQF,ZSNOW,ZSNOWQF,VEGDENS,VEGTYPE,UTMZONE,NORTHING,EASTING,FLDEAST,FLDNORTH,Z,ZQF,TEMP,TEMPQF,DO,DOQF,PH,PHQF,TURB,TURBQF,COND,CONDQF,VEL,VELQF,SRP,SRPQF,TSP,TSPQF,TP,TPQF,TN,TNQF,TSN,TSNQF,SS,SSQF,NHX,NHXQF,NOX,NOXQF,SI,SIQF,CL,CLQF,HABCLASS,CHLcal
42002557,10/11/1995,45,,,,,,,,15,4844012,639505,,,1.2,,14.4,,11.4,,8.8,,,X,388,,,X,,,,,,,,,,,,,,,,,,,,,,
42002558,10/11/1995,46,,,,,,1,S,15,4844262,639505,,,0.2,,14.8,,13,,8.9,,15,,381,,0.02,,-0.004,1,,,0.069,,1.438,,,,19.7,,0.039,,0.26,,,,,,,49.8878
42002558,10/11/1995,46,,,,,,1,S,15,4844262,639505,,,1,,14.8,,13,,8.9,,,X,381,,,X,,,,,,,,,,,,,,,,,,,,,,
42002559,10/11/1995,42,,,,,,1,B,15,4844612,639505,,,0.2,,15.1,,14.1,,9.2,,15,,362,,0,,,,,,,,,,,,20.1,,,,,,,,,,,47.78284
42002559,10/11/1995,42,,,,,,1,B,15,4844612,639505,,,1,,15.1,,14,,9.2,,,X,362,,,X,,,,,,,,,,,,,,,,,,,,,,
42002560,10/11/1995,95,2,,,,,2,B,15,4844162,640055,,,0.2,,15.9,,12.7,,8.9,,4,,357,,0,,,,,,,,,,,,4.8,,,,,,,,,,,11.027
42002560,10/11/1995,95,2,,,,,2,B,15,4844162,640055,,,0.8,,14.9,,11.1,,8.8,,,X,360,,,X,,,,,,,,,,,,,,,,,,,,,,
42002563,10/11/1995,55,,,,,,,,15,4841712,639855,,,0.2,,13.6,,9.4,,8.2,,20,,328,,0.67,,,,,,,,,,,,30.3,,,,,,,,,,,19.85164
42002564,10/11/1995,59,,,,,,,,15,4841812,640205,,,0.2,,13.6,,9.4,,8.1,,20,,318,,0.76,,,,,,,,,,,,29.7,,,,,,,,,,,19.04204
42002565,10/11/1995,45,2,,,,,1,F,15,4841012,640205,,,0.2,,14.2,,9.2,,8.2,,22,,325,,0,,,,,,,,,,,,31.7,,,,,,,,,,,20.49932
42002566,10/11/1995,49,,,,,,,,15,4840612,640955,,,0.2,,14,,9.6,,8.2,,18,,321,,0.45,,0.086,,,,0.147,,1.76,,,,30.5,,0.06,,0.648,,,,,,,20.17548
42002567,10/11/1995,51,2,,,,,2,E,15,4840512,640805,,,0.2,,14.3,,9.7,,8.2,,22,,321,,0.1,,0.088,,,,0.153,,1.629,,,,38.3,,0.065,,0.64,,,,,,,23.89964
42002571,10/11/1995,54,,,,,,2,E,15,4839462,640655,,,0.2,,14.7,,10.1,,8.3,,20,,326,,0.48,,0.066,,,,0.114,,1.777,,,,26,,0.063,,0.662,,,,,,,23.89964
42002572,10/11/1995,57,,,,,,1,E,15,4839462,640405,,,0.2,,15,,10.3,,8.3,,14,,329,,0.2,,,,,,,,,,,,17.7,,,,,,,,,,,23.25196
42002573,10/11/1995,49,,,,,,2,F,15,4839462,640155,,,0.2,,15.6,,10.3,,8.2,,16,,341,,0,,0.07,,,,0.128,,1.591,,,,20.6,,0.057,,0.553,,,,,,,25.195
42002573,10/11/1995,49,,,,,,2,F,15,4839462,640155,,,0.4,,15.3,,10.3,,8.2,,,X,341,,,X,,,,,,,,,,,,,,,,,,,,,,
42002574,10/11/1995,53,,,,,,,,15,4838712,641655,,,0.2,,14.8,,9.9,,8.2,,17,,316,,0.12,,0.09,,,,0.108,,1.645,,,,29.8,,0.061,,0.646,,,,,,,22.68524
42002575,10/11/1995,51,,,,,,,,15,4838312,641655,,,0.2,,15.1,,10.1,,8.3,,20,,320,,0.21,,0.067,,,,0.147,,1.59,,,,29.5,,0.059,,0.66,,,,,,,24.3854
42002576,10/11/1995,56,,,,,,,,15,4837712,641455,,,0.2,,15.5,,10.5,,8.4,,18,,326,,0.22,,,,,,,,,,,,26,,,,,,,,,,,25.43788
42002577,10/11/1995,50,,,,,,,,15,4837712,639855,,,0.2,,14.5,,9.9,,8.3,,20,,331,,0.17,,,,,,,,,,,,28.8,,,,,,,,,,,22.44236
42002578,10/11/1995,53,,,,,,,,15,4837362,639205,,,0.2,,14.1,,9.8,,8.3,,22,,355,,0.55,,0.077,,,,0.133,,1.886,,,,35.5,,0.084,,0.802,,,,,,,25.43788
42002579,10/11/1995,54,,,,,,,,15,4837912,639455,,,0.2,,14.1,,9.7,,8.2,,20,,339,,0.59,,,,,,,,,,,,31.7,,,,,,,,,,,22.19948
42002580,10/11/1995,56,,,,,,,,15,4838112,639455,,,0.2,,14.1,,9,,8.2,,22,,339,,0.62,,0.075,,,,0.115,,1.744,,,,32.3,,0.061,,0.68,,,,,,,24.87116
42002581,10/11/1995,51,2,,,,,,,15,4838712,639655,,,0.2,,14.1,,9.7,,8.2,,22,,329,,0.21,,0.08,,,,0.148,,1.614,,,,30.2,,0.058,,0.666,,,,,,,23.81868
42002582,10/11/1995,57,,,,,,,,15,4838712,639455,,,0.2,,14.2,,9.8,,8.3,,22,,348,,0.72,,0.068,,,,0.161,,1.909,,,,32.7,,0.068,,0.716,,,,,,,22.19948
42002583,10/12/1995,45,,,,,,,,15,4842212,641855,,,0.2,,14.6,,9,,8.1,,19,,274,,0.55,,,,,,,,,,,,29.2,,,,,,,,,,,14.2654
42002584,10/12/1995,45,,,,,,,,15,4841462,641805,,,0.2,,14.7,,9.1,,8.2,,20,,286,,0.5,,0.069,,,,0.155,,1.506,,,,29.7,,0.067,,0.595,,,,,,,22.44236
42002585,10/12/1995,,5,,,,,2,E,15,4841212,641655,,,0.2,,14.7,,3.6,,7.7,,11,,307,,0,,0.098,,,,0.198,,1.17,,,,12,,0.061,,0.317,,,,,,,20.09452
42002586,10/12/1995,45,2,,,,,1,E,15,4840712,641905,,,0.2,,15.6,,9.6,,8.3,,14,,291,,0,,0.081,,,,0.15,,1.383,,,,16.2,,0.08,,0.584,,,,,,,24.70924
42002587,10/12/1995,47,,,,,,1,E,15,4840562,642005,,,0.2,,14.9,,9.3,,8.2,,20,,291,,0.43,,,,,,,,,,,,33.7,,,,,,,,,,,23.73772
42002588,10/12/1995,44,,,,,,1,E,15,4841162,642705,,,0.2,,15,,9.2,,8.2,,20,,279,,0.69,,0.074,,,,0.236,,1.494,,,,30.3,,0.062,,0.587,,,,,,,22.3614
42002589,10/12/1995,42,,,,,,,,15,4840812,642755,,,0.2,,15,,9.2,,8.2,,20,,280,,0.45,,0.077,,,,0.172,,1.416,,,,32.4,,0.057,,0.595,,,,,,,21.38988
42002593,10/12/1995,45,,,,,,,,15,4840312,643455,,,0.2,,15.2,,9.4,,8.2,,19,,276,,0.24,,0.073,,,,0.21,,1.623,,,,34.2,,0.102,,0.58,,,,,,,25.68076
42002594,10/12/1995,48,,,,,,1,S,15,4841112,643655,,,0.2,,16,,9.7,,8.3,,23,,287,,0,,,,,,,,,,,,37.7,,,,,,,,,,,30.70028
42002594,10/12/1995,48,,,,,,1,S,15,4841112,643655,,,0.7,,16,,9.6,,8.3,,,X,287,,,X,,,,,,,,,,,,,,,,,,,,,,
42002595,10/12/1995,42,,,,,,1,B,15,4841212,643555,,,0.2,,15.8,,9.4,,8.3,,19,,296,,0,,0.066,,,,0.172,,1.408,,,,23.5,,0.077,,0.559,,,,,,,22.19948
42002595,10/12/1995,42,,,,,,1,B,15,4841212,643555,,,1,,15.8,,9.3,,8.2,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,
42002596,10/12/1995,42,,,,,,,,15,4841512,643605,,,0.2,,16.3,,9.5,,8.3,,20,,307,,0,,0.066,,,,0.166,,1.286,,,,25.5,,0.068,,0.531,,,,,,,28.8382
42002596,10/12/1995,42,,,,,,,,15,4841512,643605,,,1,,16.3,,9.6,,8.3,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,
42002597,10/12/1995,35,2,,,,,2,E,15,4841612,643405,,,0.2,,15.9,,9.4,,8.2,,22,,285,,0.03,,,,,,,,,,,,62.3,,,,,,,,,,,16.20844
42002598,10/12/1995,40,,,,,,2,F,15,4842562,643205,,,0.2,,17.5,,11.1,,8.6,,31,,321,,0,,,,,,,,,,,,51.1,,,,,,,,,,,50.37356
42002598,10/12/1995,40,,,,,,2,F,15,4842562,643205,,,0.6,,17.5,,11.1,,8.6,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,
42002599,10/12/1995,40,,,,,,1,F,15,4842112,642855,,,0.2,,17.3,,13.3,,9,,25,,321,,0.03,,,,,,,,,,,,47.2,,,,,,,,,,,77.49516
42002599,10/12/1995,40,,,,,,1,F,15,4842112,642855,,,0.6,,17.4,,13.4,,9.1,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,
42002600,10/12/1995,42,,,,,,1,F,15,4841862,642855,,,0.2,,17.1,,11.1,,8.6,,33,,304,,0.01,,,,,,,,,,,,52.7,,,,,,,,,,,76.6046
42002600,10/12/1995,42,,,,,,1,F,15,4841862,642855,,,0.7,,17.1,,11.4,,8.7,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,
42002601,10/12/1995,39,,,,,,2,B,15,4841562,642805,,,0.2,,17,,8.8,,8.1,,17,,289,,0,,0.068,,,,0.334,,1.298,,,,30.4,,0.085,,0.474,,,,,,,19.60876
42002602,10/12/1995,44,,,,,,1,F,15,4841812,642205,,,0.2,,16,,9.5,,8.3,,16,,275,,0,,0.067,,,,0.164,,1.432,,,,20.2,,0.091,,0.577,,,,,,,14.18444
42002602,10/12/1995,44,,,,,,1,F,15,4841812,642205,,,1,,15.9,,9.3,,8.2,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,
42002603,10/13/1995,40,,,,,,,,15,4832312,642655,,,0.2,,15.5,,9.1,,8.2,,25,,307,,0.46,,,,,,,,,,,,41.5,,,,,,,,,,,25.51884
42002604,10/13/1995,40,,,,,,,,15,4832712,642055,,,0.2,,15.6,,9.4,,8.3,,22,,322,,0.17,,,,,,,,,,,,30.1,,,,,,,,,,,26.97612
42002605,10/13/1995,42,,,,,,,,15,4831912,642055,,,0.2,,15.6,,9.4,,8.3,,25,,319,,0.22,,0.06,,,,0.131,,1.549,,,,32.5,,0.022,,0.609,,,,,,,29.56684
42002606,10/13/1995,38,,,,,,,,15,4831912,641455,,,0.2,,15.7,,9.5,,8.4,,26,,326,,0.17,,,,,,,,,,,,41,,,,,,,,,,,30.53836
42002607,10/13/1995,41,,,,,,,,15,4831512,640255,,,0.2,,15.8,,9.8,,8.4,,20,,354,,0.15,,,,,,,,,,,,26.7,,,,,,,,,,,30.70028
42002608,10/13/1995,43,,,,,,,,15,4832312,639955,,,0.2,,15.7,,9.6,,8.4,,27,,355,,0.37,,,,,,,,,,,,40.9,,,,,,,,,,,29.56684
42002609,10/13/1995,45,,,,,,,,15,4832462,639905,,,0.2,,15.8,,9.6,,8.4,,25,,359,,0.41,,,,,,,,,,,,40.3,,,,,,,,,,,28.51436
42002610,10/13/1995,46,,,,,,,,15,4832312,640855,,,0.2,,16,,9.8,,8.4,,24,,338,,0.28,,0.052,,,,0.137,,1.671,,,,36.5,,0.024,,0.631,,,,,,,27.6238
42002611,10/13/1995,48,,,,,,,,15,4832912,640855,,,0.2,,15.9,,9.7,,8.4,,20,,343,,0.26,,0.058,,,,0.125,,1.906,,,,29.3,,0.043,,0.643,,,,,,,30.4574
42002615,10/13/1995,48,,,,,,,,15,4833112,640855,,,0.2,,16,,9.8,,8.4,,21,,345,,0.18,,,,,,,,,,,,30.3,,,,,,,,,,,30.8622
42002616,10/13/1995,48,,,,,,,,15,4833512,640455,,,0.2,,16.3,,10.2,,8.5,,19,,347,,0.21,,,,,,,,,,,,27.2,,,,,,,,,,,30.78124
42002617,10/13/1995,54,,,,,,,,15,4834162,639655,,,0.2,,16.1,,10.1,,8.5,,16,,371,,0.15,,,,,,,,,,,,21.9,,,,,,,,,,,31.10508
42002618,10/13/1995,47,,,,,,,,15,4834662,639855,,,0.2,,16.1,,10,,8.4,,21,,360,,0.26,,,,,,,,,,,,32.6,,,,,,,,,,,28.10956
42002619,10/13/1995,46,,,,,,,,15,4835662,639705,,,0.2,,16.1,,10,,8.4,,21,,359,,0.14,,0.055,,,,0.144,,2.194,,,,34.1,,-0.02,1,0.687,,,,,,,28.67628
42002620,10/13/1995,43,,,,,,,,15,4835912,639505,,,0.2,,16,,9.8,,8.4,,24,,360,,0.15,,,,,,,,,,,,39.8,,,,,,,,,,,28.51436
42002621,10/13/1995,43,,,,,,1,F,15,4836312,639455,,,0.2,,15.9,,9.8,,8.4,,23,,360,,0.24,,,,,,,,,,,,36.5,,,,,,,,,,,31.59084
42002622,10/13/1995,49,,,,,,,,15,4835912,640555,,,0.2,,15.8,,9.6,,8.4,,24,,357,,0.2,,0.06,,,,0.135,,2.183,,,,43.5,,0.031,,0.688,,,,,,,35.23404
42002623,10/16/1995,44,2,,,,,2,B,15,4853512,637055,,,0.2,,7.9,,5.5,,7.8,,3,,1089,,0,,1.32,,,,1.57,,2.442,,,,5.9,,0.427,,0.274,,,,,,,11.67468
42002624,10/16/1995,50,2,,,,,2,B,15,4853712,636655,,,0.2,,8.7,,8.5,,8,,5,,1163,,0,,,,,,,,,,,,7.6,,,,,,,,,,,33.45292
42002624,10/16/1995,50,2,,,,,2,B,15,4853712,636655,,,0.3,,8.9,,0.2,,7.4,,,X,1162,,,X,,,,,,,,,,,,,,,,,,,,,,
42002625,10/16/1995,60,2,,,,,1,B,15,4853512,636655,,,0.2,,8.6,,7.9,,7.9,,2,,1043,,0,,1.36,,,,1.61,,1.549,,,,3.2,,0.176,,-0.2,1,,,,,,12.72716
42002625,10/16/1995,60,2,,,,,1,B,15,4853512,636655,,,0.4,,8.6,,7.6,,7.9,,,X,1054,,,X,,,,,,,,,,,,,,,,,,,,,,
42002626,10/16/1995,45,2,,,,,2,B,15,4853312,636655,,,0.2,,8.8,,2.8,,7.6,,3,,924,,0,,,,,,,,,,,,2.5,,,,,,,,,,,11.18892
42002627,10/16/1995,39,2,,,,,2,E,15,4853312,637455,,,0.2,,8.9,,3.2,,7.4,,4,,623,,0,,0.064,,,,0.198,,1.387,,,,4.5,,-0.02,1,-0.2,1,,,,,,11.18892
42002628,10/16/1995,35,2,,,,,2,B,15,4852912,637255,,,0.2,,9,,2.6,,7.4,,12,,615,,0,,,,,,,,,,,,11.7,,,,,,,,,,,13.051
42002629,10/16/1995,38,2,,,,,2,B,15,4852712,637455,,,0.2,,9.1,,2.1,,7.4,,7,,591,,0,,0.069,,,,0.273,,1.52,,,,7,,0.04,,-0.2,1,,,,,,6.5742
42002630,10/16/1995,48,2,,,,,2,E,15,4852912,637655,,,0.2,,11,,3.1,,7.5,,5,,538,,0,,0.069,,,,0.143,,1.031,,,,3.4,,0.022,,-0.2,1,,,,,,3.17388
42002645,10/18/1995,36,,,,,,2,E,15,4857962,637505,,,0.2,,11.5,,8.1,,7.6,,19,,153,,0,,0.06,,,,0.188,,1.183,,,,21,,0.053,,-0.2,1,2.025,,7.587,,,22.19948
42002645,10/18/1995,36,,,,,,2,E,15,4857962,637505,,,0.7,,11.4,,7.8,,7.4,,,X,153,,,X,,,,,,,,,,,,,,,,,,,,,,
42002646,10/18/1995,44,,,,,,1,B,15,4857562,638255,,,0.2,,12.3,,9.4,,7.6,,11,,127,,0,,0.068,,,,0.135,,1.305,,,,9.3,,0.051,,0.237,,1.197,,6.279,,,7.22188
42002650,10/18/1995,34,,,,,,1,F,15,4856312,638605,,,0.2,,12.4,,9.4,,7.7,,17,,245,,0,,,,,,,,,,,,22.2,,,,,,,,,,,49.24012
42002651,10/18/1995,45,,,,,,,,15,4857212,638805,,,0.2,,12.6,,9.4,,7.9,,12,,181,,0,,,,,,,,,,,,14.8,,,,,,,,,,,55.87884
42002652,10/18/1995,58,,,,,,,,15,4857662,638855,,,0.2,,12.8,,6.3,,7.6,,6,,266,,0,,0.013,,,,0.077,,1.523,,,,9.6,,0.356,,-0.2,1,0.832,,8.773,,,53.36908
42002653,10/18/1995,39,,,,,,,,15,4855362,638855,,,0.2,,12.6,,5,,7.4,,15,,279,,0,,0.071,,,,0.173,,1.229,,,,18.8,,0.092,,0.204,,5.252,,13.495,,,13.77964
42002654,10/18/1995,55,,,,,,,,15,4854362,639255,,,0.2,,12.2,,9.8,,8.1,,16,,345,,0.63,,,,,,,,,,,,20.7,,,,,,,,,,,16.2894
42002655,10/18/1995,53,,,,,,,,15,4854562,639055,,,0.2,,12.2,,9.8,,8.1,,15,,344,,0.68,,0.075,,,,0.09,,1.894,,,,19.2,,0.043,,0.985,,5.365,,13.789,,,16.20844
42002656,10/18/1995,49,,,,,,,,15,4854812,638805,,,0.2,,12.2,,9.8,,8.1,,14,,334,,0.46,,,,,,,,,,,,17.4,,,,,,,,,,,15.4798
42002657,10/18/1995,49,,,,,,,,15,4854662,638705,,,0.2,,12.3,,9.9,,8.1,,16,,345,,0.29,,,,,,,,,,,,20.5,,,,,,,,,,,15.80364
42002658,10/18/1995,46,,,,,,,,15,4854512,638255,,,0.2,,12.6,,10.1,,8.2,,19,,382,,0.25,,,,,,,,,,,,25.3,,,,,,,,,,,18.79916
42002659,10/18/1995,51,,,,,,,,15,4854912,638055,,,0.2,,12.4,,9.9,,8.1,,16,,360,,0.6,,0.078,,,,0.101,,2.062,,,,20.2,,0.033,,1.037,,1.951,,14.282,,,16.20844
42002660,10/18/1995,50,,,,,,,,15,4855912,637455,,,0.2,,12.7,,10.1,,8.2,,18,,373,,0.81,,0.076,,,,0.108,,2.399,,,,23.2,,0.037,,1.07,,6.112,,17.566,,,18.88012
42002661,10/18/1995,48,,,,,,,,15,4855912,637255,,,0.2,,12.6,,10.1,,8.2,,19,,383,,0.38,,,,,,,,,,,,25.3,,,,,,,,,,,23.171
42002662,10/18/1995,46,,,,,,,,15,4858312,636055,,,0.2,,12.9,,10.2,,8.2,,18,,381,,0.35,,0.078,,,,0.107,,2.215,,,,24.6,,0.029,,1.119,,1.488,,13.447,,,19.36588
42002671,10/20/1995,71,,,,,,,,15,4849812,641455,,,0.2,,11.7,,9,,7.9,,10,,317,,0.01,,0.07,,,,0.088,,2.28,,,,9.7,,0.07,,0.859,,,,,,,13.4558
42002671,10/20/1995,71,,,,,,,,15,4849812,641455,,,4,,11.7,,8.9,,7.9,,,X,316,,,X,,,,,,,,,,,,,,,,,,,,,,
42002672,10/20/1995,,,,,,,,,15,4849712,641705,,,0.2,,11.7,,9,,8,,10,,320,,0,,0.05,,,,0.109,,2.097,,,,8.9,,0.066,,0.885,,,,,,,12.56524
42002672,10/20/1995,,,,,,,,,15,4849712,641705,,,1.4,,11.7,,9,,8,,,X,324,,,X,,,,,,,,,,,,,,,,,,,,,,
42002673,10/20/1995,49,,,,,,,,15,4849912,640055,,,0.2,,11.5,,9.7,,8.1,,18,,379,,0.85,,0.06,,,,0.089,,2.469,,,,22.1,,0.068,,1.242,,,,,,,12.72716
42002674,10/20/1995,51,,,,,,,,15,4849812,639555,,,0.2,,11.7,,9.7,,8.1,,18,,388,,0.17,,0.061,,,,0.121,,2.378,,,,23.1,,0.052,,1.27,,,,,,,12.72716
42002675,10/20/1995,35,,,,,,,,15,4850212,638805,,,0.2,,10.2,,10.2,,8.4,,25,,437,,0,,0.014,,,,0.131,,1.346,,,,33,,0.031,,0.242,,,,,,,52.64044
42002675,10/20/1995,35,,,,,,,,15,4850212,638805,,,0.9,,10.3,,10.2,,8.4,,,X,436,,,X,,,,,,,,,,,,,,,,,,,,,,
42002676,10/20/1995,66,,,,,,1,E,15,4850062,638705,,,0.2,,9.9,,10.3,,8.3,,8,,441,,0,,-0.004,1,,,0.085,,1.29,,,,12.4,,-0.02,1,-0.2,1,,,,,,38.87724
42002676,10/20/1995,66,,,,,,1,E,15,4850062,638705,,,0.5,,9.8,,10.3,,8.3,,,X,441,,,X,,,,,,,,,,,,,,,,,,,,,,
42002677,10/20/1995,85,2,,,,,1,B,15,4850162,638255,,,0.2,,9.7,,9.6,,8,,5,,485,,0,,0.006,,,,0.053,,0.985,,,,7.5,,-0.02,1,-0.2,1,,,,,,40.01068
42002677,10/20/1995,85,2,,,,,1,B,15,4850162,638255,,,0.7,,9.7,,9.4,,8,,,X,484,,,X,,,,,,,,,,,,,,,,,,,,,,
42002678,10/20/1995,80,2,,,,,1,E,15,4850662,638105,,,0.2,,9.2,,8.5,,8,,4,,494,,0,,0.008,,,,0.047,,1.131,,,,3.3,,0.053,,0.502,,,,,,,7.30284
42002678,10/20/1995,80,2,,,,,1,E,15,4850662,638105,,,0.6,,9.2,,8.5,,8,,,X,494,,,X,,,,,,,,,,,,,,,,,,,,,,
42002679,10/20/1995,46,,,,,,1,E,15,4850462,638555,,,0.2,,10.2,,10.9,,8.5,,20,,426,,0,,,,,,,,,,,,24.5,,,,,,,,,,,60.49356
42002679,10/20/1995,46,,,,,,1,E,15,4850462,638555,,,0.8,,10.2,,10.9,,8.5,,,X,426,,,X,,,,,,,,,,,,,,,,,,,,,,
42002680,10/20/1995,46,,,,,,1,E,15,4850762,639005,,,0.2,,10.1,,9.9,,8.2,,16,,449,,0,,-0.004,1,,,0.102,,1.414,,,,19.7,,0.03,,0.277,,,,,,,37.66284
42002680,10/20/1995,46,,,,,,1,E,15,4850762,639005,,,0.7,,10.1,,9.8,,8.2,,,X,450,,,X,,,,,,,,,,,,,,,,,,,,,,
42002681,10/20/1995,50,,,,,,,,15,4850562,639405,,,0.2,,11.7,,9.8,,8.1,,17,,388,,0.39,,0.055,,,,0.177,,2.34,,,,20.5,,0.05,,1.25,,,,,,,12.6462
42002682,10/20/1995,51,,,,,,,,15,4851112,639455,,,0.2,,11.6,,9.8,,8.1,,16,,388,,0.41,,,,,,,,,,,,19.3,,,,,,,,,,,12.56524
42002683,10/20/1995,50,,,,,,,,15,4852962,639105,,,0.2,,11.6,,9.9,,8.1,,18,,388,,0.72,,0.062,,,,0.13,,2.552,,,,21.1,,0.059,,1.244,,,,,,,13.4558
42002684,10/20/1995,50,,,,,,,,15,4853562,638805,,,0.2,,11.6,,9.8,,8.2,,17,,387,,0.21,,0.048,,,,0.12,,2.519,,,,20.7,,0.06,,1.238,,,,,,,10.2174
42002688,10/20/1995,63,,,,,,,,15,4853912,640105,,,0.2,,11.2,,9.3,,7.8,,12,,230,,0.2,,0.098,,,,0.109,,1.55,,,,10.2,,0.076,,0.608,,,,,,,10.13644
42002689,10/20/1995,50,,,,,,,,15,4853362,640055,,,0.2,,10.9,,9.9,,8.1,,18,,363,,0.23,,,,,,,,,,,,21.4,,,,,,,,,,,12.40332
42002690,10/20/1995,52,,,,,,,,15,4852512,640055,,,0.2,,11.4,,9.8,,8.1,,18,,384,,0.8,,,,,,,,,,,,23.3,,,,,,,,,,,13.8606
42002825,2/5/1996,93,,49,,24,,,,15,4842112,639255,,,0.2,,0,,8.3,,7.4,,3,,508,,,0,,,,,,,,,,,,,,,,,,,,,,0.7862
42002825,2/5/1996,93,,49,,24,,,,15,4842112,639255,,,1.2,,0.5,,4.9,,7.4,,,X,524,,,X,,,,,,,,,,,,,,,,,,,,,,
42002826,2/5/1996,71,,41,,17,,,,15,4843362,639255,,,0.2,,0.7,,7.7,,7.6,,5,,532,,,0,,,,,,,,,,,,,,,,,,,,,,-1
42002827,2/5/1996,54,,43,,19,,,,15,4843762,639305,,,0.2,,0.1,,0.4,,7.2,,24,,656,,,0,0.051,,,,0.243,,2.375,,,,,,1.202,,0.418,,,,,,,34.33895
42002831,2/5/1996,52,,47,,18,,,,15,4843762,639505,,,0.2,,0.3,,0.5,,7.3,,16,,648,,,0,0.018,,,,0.227,,2.458,,,,,,1.148,,0.414,,,,,,,42.7925
42002832,2/5/1996,29,6,43,,15,,2,S,15,4844012,639155,,,0,,0.2,,3.5,,7,,,5,700,,,0,0.041,,,,1.161,,2.214,,,,,,1.893,,-0.2,1,,,,,,51.94325
42002833,2/5/1996,,5,48,,12,,2,S,15,4844312,639805,,,0,,-0.1,,1.4,,7,,,,920,,,0,,,,,,,,,,,,,,,,,,,,,,
42002834,2/5/1996,,5,49,,,,,,15,4844162,639805,,,0,,0,,1,,7.3,,,,734,,,0,,,,,,,,,,,,,,,,,,,,,,
42002835,2/5/1996,,5,49,,19,,2,S,15,4843962,639955,,,0,,0,,1,,7,,,,1011,,,0,,,,,,,,,,,,,,,,,,,,,,
42002836,2/5/1996,33,,51,,22,,2,S,15,4843412,639805,,,0.2,,-0.1,,1.2,,7.2,,65,,770,,,0,0.074,,,,1.041,,3.039,,,,,,1.932,,-0.2,1,,,,,,16.2989
42002837,2/5/1996,24,,47,,,,,,15,4843412,639855,,,0.1,,0,,0.5,,7.1,,120,8,955,,,0,,,,,,,,,,,,,,,,,,,,,,11.15705
42002839,2/5/1996,,5,38,,29,,2,B,15,4842562,643205,,,0,,0.2,7,0,7,7.3,7,36,7,466,7,,5,,,,,,,,,,,,,,,,,,,,,,1.4834
42002840,2/5/1996,,5,36,,26,,,,15,4841962,643805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002841,2/5/1996,79,,45,,21,,,,15,4841512,644005,,,0.2,,0,,8.3,,7.8,,4,,412,,0.01,,,,,,,,,,,,,,,,,,,,,,,-1
42002841,2/5/1996,79,,45,,21,,,,15,4841512,644005,,,0.4,,0,,8.3,,7.8,,,,411,,,X,,,,,,,,,,,,,,,,,,,,,,
42002842,2/5/1996,91,,39,,26,,,,15,4841512,644055,,,0.2,,0,,8.3,,7.8,,5,,412,,0.02,,,,,,,,,,,,,,,,,,,,,,,-1
42002842,2/5/1996,91,,39,,26,,,,15,4841512,644055,,,0.4,,0.1,,8.3,,7.8,,,,411,,,X,,,,,,,,,,,,,,,,,,,,,,
42002843,2/5/1996,,5,40,,25,,1,E,15,4841062,643505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002844,2/5/1996,97,,26,,14,,,,15,4839912,643655,,,0.2,,0,,8.1,,7.7,,4,,413,,0.08,,0.036,,,,0.112,,2.085,,,,,,0.384,,1.51,,,,,,,-1
42002848,2/5/1996,88,2,34,,30,,,,15,4840362,642355,,,0.2,,0.1,,8.9,,7.8,,4,,400,,0.09,,0.049,,,,0.084,,2.238,,,,,,0.36,,1.621,,,,,,,-1
42002849,2/5/1996,71,2,36,,26,,,,15,4840412,641405,,,0.2,,0,,9.3,,7.8,,3,,408,,0.19,,0.048,,,,0.087,,2.24,,,,,,0.275,,1.568,,,,,,,-1
42002850,2/5/1996,67,,60,,23,,,,15,4840262,641105,,,0.1,,0.3,,7.9,,7.8,,5,,426,,0.01,,,,,,,,,,,,,,,,,,,,,,,-1
42002851,2/6/1996,80,2,45,,16,,,,15,4856162,639255,,,0.2,,1,,2.5,,7.5,,3,,420,,0,,0.064,,,,0.089,,2.41,,,,,,0.898,,1.082,,,,,,,9.06545
42002852,2/6/1996,108,,18,,11,,,,15,4855662,638205,,,0.2,,0,,9.6,,7.7,,2,,407,,0.2,,,,,,,,,,,,,,,,,,,,,,,-1
42002853,2/6/1996,60,2,35,,31,,,,15,4854912,638255,,,0.2,,0,,10.2,,7.8,,3,,421,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.9605
42002854,2/6/1996,110,,32,,7,,,,15,4854112,639055,,,0.2,,0,,10.6,,7.7,,3,,428,,0.4,,,,,,,,,,,,,,,,,,,,,,,-1
42002855,2/6/1996,129,,35,,29,,,,15,4853112,638855,,,0.2,,0,,10.2,,7.8,,3,,434,,0.21,,0.062,,,,0.088,,2.322,,,,,,0.308,,1.566,,,,,,,-1
